depth 12 :
Time,Node
7.07,5538042
20.831,16505096
66.694,58964931
148.284,114407159
77.377,64582491
162.505,142038510
80.892,70899024
65.567,47927930
141.671,120537409
83.826,60887512
116.423,84522325
142.85,104234312
6.662,4888273
69.822,67076081
19.807,15782853
4.744,3506878
4.758,4168059
5.693,5783954
0.015,24853
0,105
0,5
0,2
